Page url	Visitors	Pageviews	Bounce rate	Time on Page
/	467	533	81%	49s
/learn/featured-analyses/standardizing-rnaseq-candidozyma-auris	76	76	100%	-
/data/organisms	43	56	100%	-
/data/workflows	29	44	80%	2m 50s
/roadmap	28	30	94%	25s
/data/assemblies	26	40	83%	7s
/about	21	31	50%	9m 58s
/learn	16	25	100%	-
/data/assemblies/GCA_000876485_1/analyze/workflows/workflow-github-com-iwc-workflows-fastq-to-matrix-10x-scrna-seq-fastq-to-matrix-10x-v3-versions-v0-6-5	15	15	100%	-
/data/organisms/176275	15	16	93%	44s
/data/priority-pathogens	14	18	100%	-
/data/assemblies/GCA_015455285_1/analyze/workflows	13	20	73%	3m 18s
/data/assemblies/GCA_014850505_1/analyze/workflows	12	21	80%	61m 59s
/data/assemblies/GCA_023105745_2/analyze/workflows	12	21	69%	3m 53s
/data/assemblies/GCF_900660465_1/analyze/workflows	12	21	60%	10m 50s
/data/assemblies/GCA_015033625_1/analyze/workflows	11	16	88%	16m 36s
/data/assemblies/GCF_000648675_2/analyze/workflows	11	17	70%	9m 02s
/data/assemblies/GCF_037126465_1/analyze/workflows	11	19	55%	11m 40s
/data/assemblies/GCA_016097395_1/analyze/workflows	10	23	75%	3m 06s
/data/assemblies/GCF_000012045_1/analyze/workflows	10	18	60%	18m 55s
/data/assemblies/GCA_000151775_1/analyze/workflows	9	19	78%	7m 37s
/data/assemblies/GCA_000784655_1/analyze/workflows	9	16	20%	24m 33s
/data/assemblies/GCA_002259865_1/analyze/workflows	9	17	57%	10m 44s
/data/assemblies/GCA_009726735_1/analyze/workflows	9	17	75%	2m 19s
/data/assemblies/GCA_014850995_1/analyze/workflows	9	20	67%	38m 44s
/data/assemblies/GCA_024678845_1/analyze/workflows	9	23	50%	30m 38s
/data/assemblies/GCA_900576705_1/analyze/custom	9	9	100%	-
/data/assemblies/GCA_900683695_1	9	9	100%	-
/data/assemblies/GCF_000184455_2/analyze/workflows	9	19	25%	23m 17s
/data/assemblies/GCF_000303195_2/analyze/workflows	9	20	67%	2m 36s
/calendar	8	8	100%	-
/data/assemblies/GCA_002276455_1/analyze/workflows	8	11	67%	6m 02s
/data/assemblies/GCA_011763835_1/analyze/workflows	8	17	57%	9m 04s
/data/assemblies/GCA_011763895_1/analyze/workflows	8	22	71%	4m 10s
/data/assemblies/GCA_020027055_1/analyze/workflows	8	18	50%	9m 26s
/data/assemblies/GCA_024678385_1/analyze/workflows/workflow-github-com-iwc-workflows-lncRNAs-annotation-main-versions-v0-1	8	8	100%	-
/data/assemblies/GCA_025767665_1/analyze/workflows/workflow-github-com-iwc-workflows-ploidy-aware-genotype-calling-main-versions-v0-1-1	8	8	100%	-
/data/assemblies/GCA_027924065_1/analyze/workflows	8	16	67%	8m 13s
/data/assemblies/GCA_030279125_1/analyze/workflows	8	16	60%	12m 04s
/data/assemblies/GCA_030515275_1/analyze/workflows/workflow-github-com-iwc-workflows-cutandrun-main-versions-v0-18	8	8	100%	-
/data/assemblies/GCA_030719095_1/analyze/workflows	8	21	25%	30m 43s
/data/assemblies/GCA_900617795_1/analyze/workflows/workflow-github-com-iwc-workflows-hic-hicup-cooler-chic-fastq-to-cool-hicup-cooler-versions-v0-3	8	8	100%	-
/data/assemblies/GCF_000245755_1/analyze/workflows	8	16	83%	15m 56s
/data/assemblies/GCF_002263795_3/analyze/workflows	8	17	67%	11m 04s
/data/assemblies/GCF_016699485_2/analyze/workflows	8	17	57%	33m 41s
/data/assemblies/GCA_000230595_3/analyze/workflows	7	18	88%	4m 06s
/data/assemblies/GCA_002216725_1/analyze/workflows/workflow-github-com-iwc-workflows-cutandrun-main-versions-v0-18	7	7	100%	-
