country	Visitors	Pageviews	Bounce Rate	Duration
US	231	1279	55%	4m 29s
CN	208	213	100%	1s
AU	36	238	46%	5m 03s
DE	22	112	43%	4m 04s
GB	19	37	60%	31s
CA	13	28	54%	22s
HK	12	12	100%	-
SG	10	22	80%	17s
IN	10	13	90%	8s
PL	10	10	100%	-
IT	8	17	62%	54s
BR	6	6	100%	-
ES	6	13	83%	16s
TR	5	7	80%	6s
IL	5	19	78%	4m 41s
UA	4	7	75%	34s
JP	3	4	67%	27s
NL	3	3	100%	-
BE	3	23	25%	1m 03s
ZA	2	2	100%	-
ID	2	2	100%	-
AS	2	4	50%	12s
IR	2	2	100%	-
RU	2	2	100%	-
FR	2	8	50%	50s
CZ	2	2	100%	-
MY	2	9	0%	41s
CH	2	8	50%	42s
NO	1	1	100%	-
BG	1	1	100%	-
DZ	1	1	100%	-
BY	1	1	100%	-
KE	1	1	100%	-
PR	1	1	100%	-
TH	1	2	0%	24s
PT	1	1	100%	-
FI	1	1	100%	-
BD	1	1	100%	-
MW	1	5	0%	10s
KZ	1	1	100%	-
EC	1	1	100%	-
CO	1	1	100%	-
GR	1	1	100%	-
KR	1	1	100%	-
SE	1	1	100%	-
BA	1	1	100%	-
PH	1	3	0%	45s
AG	1	1	100%	-
AE	1	8	0%	4m 41s
