Page url	Visitors	Pageviews	Bounce rate	Time on Page
/	433	545	73%	1m 21s
/learn/featured-analyses/standardizing-rnaseq-candidozyma-auris	56	57	96%	1s
/data/assemblies/GCA_009613055_1/analyze/workflows	52	58	98%	1s
/data/organisms	48	73	79%	2m 16s
/data/assemblies/GCA_001444175_2/analyze/workflows	47	47	100%	-
/data/assemblies	46	66	92%	31s
/data/assemblies/GCF_001647695_1/analyze/workflows	46	56	100%	-
/learn	45	81	85%	2m 39s
/data/assemblies/GCA_002025285_2/analyze/workflows	44	55	97%	1m 23s
/data/assemblies/GCF_000004015_4/analyze/workflows	41	50	85%	2m 59s
/data/assemblies/GCA_003944945_1/analyze/workflows	40	40	98%	45s
/data/assemblies/GCA_003945045_1/analyze/workflows	40	40	100%	-
/data/assemblies/GCA_052575845_1/analyze/workflows	40	40	100%	-
/data/assemblies/GCF_000313135_1/analyze/workflows	40	40	100%	-
/data/assemblies/GCA_002019905_1/analyze/workflows	39	39	100%	-
/data/assemblies/GCA_024533555_2/analyze/workflows	39	39	100%	-
/data/assemblies/GCA_034211335_2/analyze/workflows	39	50	97%	1m 09s
/data/assemblies/GCF_000014805_1/analyze/workflows	39	39	100%	-
/data/priority-pathogens	39	43	100%	-
/data/workflows	39	62	94%	16s
/about	37	44	83%	2s
/data/assemblies/GCA_000826245_1/analyze/workflows	36	36	100%	-
/data/assemblies/GCA_002893375_1/analyze/workflows	36	37	100%	-
/data/assemblies/GCA_025407655_1/analyze/workflows	36	45	90%	7m 04s
/data/assemblies/GCF_001876365_2/analyze/workflows	36	36	100%	-
/data/assemblies/GCA_001014885_1/analyze/workflows	35	44	84%	9m 43s
/data/assemblies/GCA_002893405_1/analyze/workflows	35	35	100%	-
/data/assemblies/GCA_000826285_1/analyze/workflows	34	34	100%	-
/data/assemblies/GCA_021020595_1/analyze/workflows	34	34	100%	-
/data/assemblies/GCF_002999335_1/analyze/workflows	33	33	100%	-
/data/assemblies/GCA_000826385_1/analyze/workflows	32	40	96%	18s
/data/assemblies/GCA_027943295_1/analyze/workflows	32	42	79%	6m 25s
