browser	Visitors	Pageviews	Bounce Rate	Duration
Chrome	3731	22998	78%	12m 40s
Safari	76	126	81%	37s
Microsoft Edge	52	137	70%	1m 30s
Firefox	21	33	76%	43s
Mobile App	16	16	100%	-
(not set)	3	5	33%	9s
Smart Lenovo Browser	3	3	100%	-
Yandex Browser	1	1	100%	-
MIUI Browser	1	1	100%	-
Quark	1	1	100%	-
Iron	1	1	100%	-
Vivaldi	1	1	100%	-
Aloha Browser	1	1	100%	-
