Page url	Visitors	Pageviews	Bounce rate	Time on Page
/	475	575	77%	58s
/data/workflows	53	77	73%	1m 58s
/data/assemblies	50	88	67%	1s
/data/organisms	48	97	14%	10m 01s
/data/organisms/48022	43	43	100%	-
/about	37	49	100%	-
/learn/featured-analyses/standardizing-rnaseq-candidozyma-auris	27	28	96%	2s
/data/priority-pathogens	23	29	100%	-
/learn	21	36	100%	-
/roadmap	21	28	100%	-
/learn/featured-analyses/evolutionary-dynamics-of-coding-overlaps-in-measles	13	13	92%	2m 19s
/data/assemblies/GCA_022160315_1	11	11	100%	-
/data/assemblies/GCA_013177555_1/workflow-github-com-iwc-workflows-lncRNAs-annotation-main-versions-v0-1	10	12	27%	3s
/data/workflows/differential-expression-analysis	10	11	-	-
/data/assemblies/GCA_013177555_1/workflow-github-com-iwc-workflows-rnaseq-pe-main-versions-v1-2	9	10	50%	-
/data/assemblies/GCA_030573285_1	9	13	100%	-
/calendar	7	8	100%	-
/data/assemblies/GCF_045689255_1	7	9	-	-
/data/organisms/45524	6	6	100%	-
/data/assemblies/GCA_000344635_1	5	5	100%	-
/data/assemblies/GCA_003454735_1	5	5	100%	-
/data/assemblies/GCF_000002655_1/analyze/workflows/workflow-github-com-iwc-workflows-haploid-variant-calling-wgs-pe-main-versions-v0-1	5	5	100%	-
/data/assemblies/GCF_000002765_6	5	7	-	-
/data/assemblies/GCF_045689255_1/differential-expression-analysis	5	5	-	-
/data/organisms/5067	5	5	100%	-
/data/workflows/workflow-github-com-iwc-workflows-haploid-variant-calling-wgs-pe-main-versions-v0-1	5	5	100%	-
/learn/faq	5	5	-	-
/learn/getting-started	5	8	-	-
/data/assemblies/GCA_000774085_1	4	4	100%	-
/data/assemblies/GCA_030573285_1/analyze/workflows	4	7	-	-
/data/assemblies/GCF_000002655_1	4	4	-	-
/data/assemblies/GCF_000002655_1/analyze/workflows	4	5	-	-
/data/assemblies/GCF_000859625_1	4	4	100%	-
/data/organisms/5116	4	4	100%	-
/data/organisms/746128	4	4	100%	-
/data/[entityListType]/[entityId]	3	3	0%	10m 02s
/data/assemblies/GCA_000773825_1	3	3	100%	-
/data/assemblies/GCA_001008285_1	3	3	100%	-
/data/assemblies/GCA_014850725_1	3	3	50%	14m 22s
/data/assemblies/GCA_014851075_1/custom-workflow	3	3	-	-
/data/assemblies/GCA_014851185_1	3	3	100%	-
/data/assemblies/GCA_023623405_1	3	3	100%	-
/data/assemblies/GCA_024677125_1	3	3	100%	-
/data/assemblies/GCA_025769325_1/analyze/workflows/differential-expression-analysis	3	3	-	-
/data/assemblies/GCA_034769205_1	3	3	67%	1m 06s
/data/assemblies/GCA_042608625_1	3	3	100%	-
/data/assemblies/GCA_042608855_1	3	3	100%	-
/data/assemblies/GCA_042609005_1	3	3	0%	21m 41s
/data/assemblies/GCA_047715555_1/analyze/workflows	3	3	100%	-
/data/assemblies/GCA_051397455_1/analyze/workflows/differential-expression-analysis	3	3	100%	-
/data/assemblies/GCA_051397675_1/analyze/workflows	3	3	50%	10m 14s
/data/assemblies/GCF_000001635_27	3	5	50%	30s
/data/assemblies/GCF_000002985_6/analyze/workflows	3	3	67%	4m 54s
/data/assemblies/GCF_000009645_1	3	4	-	-
/data/assemblies/GCF_000009645_1/custom-workflow	3	3	-	-
/data/assemblies/GCF_000870545_1/analyze/workflows	3	3	50%	6m 26s
/data/assemblies/GCF_001040885_1	3	3	-	-
/data/assemblies/GCF_002889695_1	3	4	67%	20s
/data/assemblies/GCF_041734345_1	3	3	100%	-
/data/organisms/1280	3	5	-	-
/data/organisms/287	3	3	0%	102m 35s
/data/organisms/5059	3	3	100%	-
/data/organisms/5833	3	3	-	-
/data/organisms/64495	3	3	67%	25m 00s
/data/organisms/73230	3	4	50%	29s
/learn/using-galaxy	3	3	-	-
/data/[entityListType]/[entityId]/analyze/workflows/[trsId]	2	2	-	-
/data/assemblies/GCA_000006275_3	2	2	50%	4m 52s
/data/assemblies/GCA_000011425_1	2	2	100%	-
/data/assemblies/GCA_000149245_3	2	2	100%	-
/data/assemblies/GCA_000149925_1/custom-workflow	2	2	-	-
/data/assemblies/GCA_000151775_1	2	2	100%	-
/data/assemblies/GCA_000151775_1/custom-workflow	2	2	50%	13m 28s
/data/assemblies/GCA_000469785_1/analyze/workflows	2	2	100%	-
/data/assemblies/GCA_000724045_1/analyze/workflows	2	2	100%	-
/data/assemblies/GCA_000797555_1/custom-workflow	2	2	100%	-
/data/assemblies/GCA_000826405_1	2	2	100%	-
/data/assemblies/GCA_000965245_1/analyze/custom	2	2	-	-
/data/assemblies/GCA_000974265_2/analyze/workflows	2	2	-	-
/data/assemblies/GCA_000982555_2/analyze/workflows	2	2	100%	-
/data/assemblies/GCA_000982555_2/analyze/workflows/workflow-github-com-iwc-workflows-rnaseq-pe-main-versions-v1-3	2	2	-	-
/data/assemblies/GCA_001432165_1/analyze/workflows	2	2	100%	-
/data/assemblies/GCA_001432165_1/analyze/workflows/workflow-github-com-iwc-workflows-fastq-to-matrix-10x-scrna-seq-fastq-to-matrix-10x-cellplex-versions-v0-6-4	2	2	100%	-
/data/assemblies/GCA_001513835_1/analyze/workflows	2	2	100%	-
/data/assemblies/GCA_001599415_1/analyze/workflows	2	2	100%	-
/data/assemblies/GCA_001675295_1	2	2	100%	-
/data/assemblies/GCA_001687445_1	2	2	100%	-
/data/assemblies/GCA_001703955_2	2	2	100%	-
/data/assemblies/GCA_001703955_2/analyze/custom	2	2	100%	-
/data/assemblies/GCA_001703955_2/analyze/workflows	2	2	50%	53m 40s
/data/assemblies/GCA_001703955_2/analyze/workflows/differential-expression-analysis	2	2	100%	-
/data/assemblies/GCA_001857865_1/analyze/workflows	2	2	100%	-
/data/assemblies/GCA_002215905_1/analyze/workflows/differential-expression-analysis	2	2	-	-
/data/assemblies/GCA_002247145_1	2	2	0%	23m 20s
/data/assemblies/GCA_002307695_1/analyze/workflows/differential-expression-analysis	2	2	-	-
/data/assemblies/GCA_002572885_1/custom-workflow	2	2	100%	-
/data/assemblies/GCA_002993085_1/analyze/workflows/workflow-github-com-iwc-workflows-lncRNAs-annotation-main-versions-v0-1	2	2	50%	6m 04s
/data/assemblies/GCA_003454735_1/analyze/workflows/workflow-github-com-iwc-workflows-rnaseq-pe-main-versions-v1-3	2	2	100%	-
/data/assemblies/GCA_003594685_1	2	2	50%	6m 12s
/data/assemblies/GCA_003689245_1/custom-workflow	2	2	100%	-
/data/assemblies/GCA_003690335_1/analyze/workflows/workflow-github-com-iwc-workflows-consensus-peaks-consensus-peaks-atac-cutandrun-versions-v1-4	2	2	0%	3s
/data/assemblies/GCA_003690335_1/custom-workflow	2	2	0%	9m 07s
/data/assemblies/GCA_003690405_1/custom-workflow	2	2	100%	-
/data/assemblies/GCA_003690585_1/analyze/workflows	2	2	100%	-
/data/assemblies/GCA_003690785_1	2	2	100%	-
/data/assemblies/GCA_003690855_1	2	2	100%	-
/data/assemblies/GCA_003690905_1	2	2	100%	-
/data/assemblies/GCA_003691075_1	2	2	0%	11m 51s
/data/assemblies/GCA_003691095_1/custom-workflow	2	2	50%	57m 46s
