Page url	Visitors	Pageviews	Bounce rate	Time on Page
/	223	284	71%	1m 18s
/data/organisms	37	51	12%	25s
/data/assemblies	31	45	0%	14m 19s
/about	22	25	100%	-
/learn/featured-analyses/standardizing-rnaseq-candidozyma-auris	20	22	50%	3m 58s
/data/priority-pathogens	14	23	0%	-
/learn/featured-analyses/evolutionary-dynamics-of-coding-overlaps-in-measles	12	12	43%	-
/roadmap	11	16	50%	1s
/learn	9	12	-	-
/data/assemblies/GCA_013177555_1/workflow-github-com-iwc-workflows-rnaseq-pe-main-versions-v1-2	8	10	100%	-
/api/v1/assemblies/links/GCA_030573285.100000	7	7	100%	-
/data/assemblies/GCA_013177555_1/workflow-github-com-iwc-workflows-lncRNAs-annotation-main-versions-v0-1	7	10	56%	1s
/data/assemblies/GCA_030573285_1	7	11	75%	27s
/),	5	5	0%	-
/data/assemblies/GCA_030573285_1/workflow-github-com-iwc-workflows-fastq-to-matrix-10x-scrna-seq-fastq-to-matrix-10x-cellplex-versions-v0-6-3	5	5	100%	-
/api/v1/assemblies/links/GCA_000002545.2	4	12	33%	6m 43s
/calendar	4	5	100%	-
/api/v0/assemblies/links/GCF_000002765.6	3	5	67%	3s
/api/v1/assemblies/links/GCA_030573285.10	3	5	0%	1m 58s
/data/assemblies/GCF_045689255_1	3	3	-	-
/data/organisms/45524	3	3	-	-
/data/organisms/45573	3	3	-	-
/data/organisms/5833	3	3	-	-
/data/organisms/632	3	3	100%	-
/data/organisms/746128	3	4	-	-
/learn/getting-started	3	4	-	-
/)	2	2	0%	-
/).	2	2	-	-
/api	2	2	-	-
/api/	2	3	0%	4m 28s
/data/assemblies/GCA_001008285_1	2	3	-	-
/data/assemblies/GCA_013177555_1	2	2	100%	-
/data/assemblies/GCA_030563865_1	2	2	-	-
/data/assemblies/GCA_030573285_1/workflow-github-com-iwc-workflows-haploid-variant-calling-wgs-pe-main-versions-v0-1	2	2	-	-
/data/assemblies/GCF_000002655_1	2	4	0%	1s
/data/assemblies/GCF_000002765_6	2	2	-	-
/data/assemblies/GCF_000281045_1	2	2	0%	32s
/data/assemblies/GCF_000281045_1/workflow-github-com-iwc-workflows-rnaseq-pe-main-versions-v1-2	2	2	100%	-
/data/assemblies/GCF_002204515_2	2	3	0%	3m 01s
/data/assemblies/GCF_045689255_1/custom-workflow	2	2	-	-
/data/assemblies/GCF_045689255_1/differential-expression-analysis	2	2	-	-
/data/organisms/4909	2	2	100%	-
/data/organisms/562	2	2	100%	-
/data/organisms/73230	2	3	-	-
/data/priority-pathogens/avian-influenza	2	3	-	-
