source	Visitors	Pageviews	Bounce Rate	Duration
Direct / None	259	1296	53%	4m 26s
galaxyproject.org	31	71	61%	38s
Google	27	69	41%	1m 42s
niaid.nih.gov	13	38	57%	2m 18s
baidu.com	8	8	100%	-
pathogendatanetwork.org	5	7	60%	5m 24s
statics.teams.cdn.office.net	4	12	40%	1m 31s
bv-brc.org	3	5	33%	9s
DuckDuckGo	2	2	100%	-
Bing	2	2	100%	-
hub.usegalaxy.cn	1	1	100%	-
alpha.bv-brc.org	1	2	0%	2s
confluence.ncbi.nlm.nih.gov	1	1	100%	-
